fullName,city,state,location,lon,lat,type,loctype,address,north,south,east,west
Schar Center,Elon,NC,"Schar Center, Elon, NC",-79.51080759999999,36.1080342,establishment,rooftop,"542 n williamson ave, elon, nc 27244, usa",36.1091653802915,36.1064674197085,-79.50917316970849,-79.5118711302915
St. Vincent-St. Mary High School,Akron,OH,"St. Vincent-St. Mary High School, Akron, OH",-81.5228418,41.0884624,establishment,rooftop,"15 n maple st, akron, oh 44303, usa",41.0899833302915,41.0872853697085,-81.5214008697085,-81.5240988302915
St. Elizabeths East Entertainment and Sports Arena,Washington,DC,"St. Elizabeths East Entertainment and Sports Arena, Washington, DC",-76.9913962,38.8469016,establishment,rooftop,"1100 oak dr se, washington, dc 20032, usa",38.8481561302915,38.8454581697085,-76.99020011970849,-76.9928980802915
NORTH ATHLETIC COMPLEX,Moon Township,PA,"NORTH ATHLETIC COMPLEX, Moon Township, PA",-80.22134770000001,40.51697670000001,administrative_area_level_3,approximate,"moon twp, pa, usa",40.556073,40.4554119,-80.140835,-80.2807625
Flowers Hall,Florence,AL,"Flowers Hall, Florence, AL",-87.68376889999999,34.8084699,establishment,rooftop,"701 n pine st, florence, al 35632, usa",34.8099150802915,34.8072171197085,-87.6821553697085,-87.6848533302915
McArthur Gymnasium,Saint Petersburg,FL,"McArthur Gymnasium, Saint Petersburg, FL",-82.6896837,27.717486,route,geometric_center,"mac arthur dr, st. petersburg, fl 33711, usa",27.7187944802915,27.7160965197085,-82.68800091970849,-82.6906988802915
Gateway Christian Academy,Bimini,Bahamas,"Gateway Christian Academy, Bimini, Bahamas",-79.2978993,25.7272608,administrative_area_level_1,approximate,"bimini, the bahamas",25.7822181,23.5008469,-79.2020084,-80.4992369
Legacy Center,Lake Charles,LA,"Legacy Center, Lake Charles, LA",-93.2100407,30.1755513,establishment,geometric_center,"lake charles, la 70607, usa",30.17690028029149,30.1742023197085,-93.20879371970848,-93.2114916802915
John A. Alario Sr. Event Center,Westwego,LA,"John A. Alario Sr. Event Center, Westwego, LA",-90.162753,29.9054572,establishment,rooftop,"2000 segnette blvd, westwego, la 70094, usa",29.9069980802915,29.90430011970851,-90.1615500697085,-90.1642480302915
Maddox Student Life Center,Hobbs,NM,"Maddox Student Life Center, Hobbs, NM",-103.1360403,32.7026116,locality,approximate,"hobbs, nm, usa",32.7873529,32.667563,-103.094786,-103.230924
Seabury Center Arena,Berea,KY,"Seabury Center Arena, Berea, KY",-84.2905114,37.5742278,establishment,rooftop,"313 n main st, berea, ky 40404, usa",37.57538968029149,37.57269171970849,-84.2889385197085,-84.29163648029152
Davis-Reid Alumni Gym,Georgetown,KY,"Davis-Reid Alumni Gym, Georgetown, KY",-84.55281599999999,38.2075914,establishment,rooftop,"400 e college st, georgetown, ky 40324, usa",38.20907218029149,38.20637421970849,-84.55145461970851,-84.55415258029151
Entertainment & Sports Arena,Washington,DC,"Entertainment & Sports Arena, Washington, DC",NA,NA,NA,NA,NA,NA,NA,NA,NA
Bill Harris Arena,Birmingham,AL,"Bill Harris Arena, Birmingham, AL",-86.8741623,33.4949483,establishment,rooftop,"2337 bessemer rd, birmingham, al 35208, usa",33.49636898029151,33.49367101970851,-86.87311956970848,-86.8758175302915
Joseph C. Rolle Activity Center,Flagstaff,AZ,"Joseph C. Rolle Activity Center, Flagstaff, AZ",-111.6553593,35.1768307,premise,rooftop,"rolle activity center, flagstaff, az 86001, usa",35.1782201802915,35.1755222197085,-111.6539692197085,-111.6566671802915
UPMC Events Center,Moon Township,PA,"UPMC Events Center, Moon Township, PA",-80.2147746,40.5203097,establishment,rooftop,"upmc events center, 6001 university blvd, moon twp, pa 15108, usa",40.5218352802915,40.51913731970851,-80.21330161970849,-80.21599958029151
Carmichael Arena,Chapel Hill,NC,"Carmichael Arena, Chapel Hill, NC",-79.0453647,35.9095753,establishment,rooftop,"310 south rd, chapel hill, nc 27514, usa",35.9109832302915,35.90828526970851,-79.0437415697085,-79.04643953029151
Chase Center,San Francisco,CA,"Chase Center, San Francisco, CA",-122.3878772,37.7680183,establishment,rooftop,"1 warriors way, san francisco, ca 94158, usa",37.7690455802915,37.7663476197085,-122.3861398,-122.3890909
Chaparral Center,Midland,TX,"Chaparral Center, Midland, TX",-102.102914,32.0277765,establishment,geometric_center,"midland, tx 79705, usa",32.0289698302915,32.0262718697085,-102.1016220697085,-102.1043200302915
Dickies Arena,Fort Worth,TX,"Dickies Arena, Fort Worth, TX",-97.36895659999999,32.7410208,establishment,rooftop,"1911 montgomery st, fort worth, tx 76107, usa",32.7423597302915,32.7396617697085,-97.36778226970848,-97.37048023029149
Covelli Centre,Youngstown,OH,"Covelli Centre, Youngstown, OH",-80.6479895,41.0962558,establishment,rooftop,"229 e front st, youngstown, oh 44503, usa",41.0978786802915,41.0951807197085,-80.6470321697085,-80.6497301302915
Scotiabank Arena,Toronto,ON,"Scotiabank Arena, Toronto, ON",-79.3790989,43.6434661,establishment,rooftop,"40 bay st., toronto, on m5j 2x2, canada",43.6450429802915,43.6423450197085,-79.3779485697085,-79.38064653029151
Baha Mar Convention Center,Nassau,Bahamas,"Baha Mar Convention Center, Nassau, Bahamas",-77.40018740000001,25.0703613,establishment,geometric_center,"3hcx+4ww, nassau, the bahamas",25.0718933302915,25.0691953697085,-77.3988221697085,-77.40152013029152
Kerr Fitness Center,Pittsburgh,PA,"Kerr Fitness Center, Pittsburgh, PA",-80.01165999999999,40.5691309,establishment,rooftop,"9000 babcock blvd, pittsburgh, pa 15237, usa",40.5703536802915,40.5676557197085,-80.01051986970849,-80.01321783029151
Firestone High School,Akron,OH,"Firestone High School, Akron, OH",-81.5639875,41.1186151,establishment,rooftop,"470 castle blvd, akron, oh 44313, usa",41.1199610302915,41.1172630697085,-81.56240326970848,-81.56510123029149
Chesapeake Employers Insurance Arena,Baltimore,MD,"Chesapeake Employers Insurance Arena, Baltimore, MD",-76.707431,39.2523419,establishment,rooftop,"1000 hilltop cir, baltimore, md 21250, usa",39.2537714302915,39.2510734697085,-76.70646596970849,-76.70916393029151
Ed Clark High School,Las Vegas,NV,"Ed Clark High School, Las Vegas, NV",-115.1976379,36.1360325,establishment,rooftop,"4291 pennwood ave, las vegas, nv 89102, usa",36.1370248802915,36.1343269197085,-115.1968852197085,-115.1995831802915
Silver Spurs Arena,Kissimmee,FL,"Silver Spurs Arena, Kissimmee, FL",-81.3689867,28.2989399,establishment,rooftop,"1875 silver spur ln, kissimmee, fl 34744, usa",28.3000036302915,28.29730566970849,-81.3679113697085,-81.3706093302915
Chase Fieldhouse,Wilmington,DE,"Chase Fieldhouse, Wilmington, DE",-75.55522909999999,39.7274932,establishment,rooftop,"401 garasches ln, wilmington, de 19801, usa",39.7286754302915,39.7259774697085,-75.55416431970849,-75.5568622802915
Hammel Court,North Andover,MA,"Hammel Court, North Andover, MA",-71.11968499999999,42.6677273,establishment,geometric_center,"north andover, ma 01845, usa",42.6693618302915,42.6666638697085,-71.1188641197085,-71.12156208029151
CBU Events Center,Riverside,CA,"CBU Events Center, Riverside, CA",-117.4231911,33.9272577,establishment,geometric_center,"riverside, ca 92504, usa",33.9285327802915,33.92583481970851,-117.4219728697085,-117.4246708302915
Hamilton Gymnasium,Denver,CO,"Hamilton Gymnasium, Denver, CO",-104.9623875,39.6824829,subpremise,rooftop,"hamilton gymnasium, denver, co 80210, usa",39.6840395302915,39.6813415697085,-104.9607986197085,-104.9634965802915
RIMAC Arena,San Diego,CA,"RIMAC Arena, San Diego, CA",-117.2391227,32.8852786,establishment,rooftop,"9730 hopkins dr, la jolla, ca 92093, usa",32.8866327802915,32.8839348197085,-117.2375094197085,-117.2402073802915
Atlantic Union Bank Center,Harrisonburg,VA,"Atlantic Union Bank Center, Harrisonburg, VA",-78.8595503,38.430443,establishment,rooftop,"645 university blvd, harrisonburg, va 22801, usa",38.43181808029149,38.4291201197085,-78.85796296970851,-78.86066093029152
Freedom Hall,Louisville,KY,"Freedom Hall, Louisville, KY",-85.7416509,38.1996107,establishment,rooftop,"937 phillips ln, louisville, ky 40209, usa",38.2009541302915,38.1982561697085,-85.7403349197085,-85.74303288029151
Wisdom Gym,Stephenville,TX,"Wisdom Gym, Stephenville, TX",-98.21997999999999,32.2155689,establishment,geometric_center,"w vanderbilt st, stephenville, tx 76401, usa",32.2166492802915,32.21395131970851,-98.21917256970849,-98.2218705302915
Burns Arena,St. George,UT,"Burns Arena, St. George, UT",-113.5670441,37.1014185,establishment,rooftop,"700 e 400 s, st. george, ut 84770, usa",37.1027601802915,37.1000622197085,-113.5653987697085,-113.5680967302915
Eastwood High School Gymnasium,El Paso,TX,"Eastwood High School Gymnasium, El Paso, TX",-106.35517,31.772258,establishment,rooftop,"2430 mcrae blvd, el paso, tx 79925, usa",31.7733710302915,31.7706730697085,-106.3539386697085,-106.3566366302915
Bert Ogden Arena,Edinburg,TX,"Bert Ogden Arena, Edinburg, TX",-98.164756,26.2554997,establishment,rooftop,"4900s i-69c, edinburg, tx 78539, usa",26.2568933302915,26.2541953697085,-98.1638497697085,-98.16654773029151
Covelli Center (Ohio State),Columbus,OH,"Covelli Center (Ohio State), Columbus, OH",-83.0276208,40.0139192,establishment,rooftop,"2640 fred taylor dr, columbus, oh 43210, usa",40.0152737302915,40.0125757697085,-83.02678601970848,-83.0294839802915
Comerica Center,Frisco,TX,"Comerica Center, Frisco, TX",-96.8191214,33.1005264,establishment,rooftop,"2601 avenue of the stars, frisco, tx 75034, usa",33.10216588029149,33.09946791970849,-96.8178915197085,-96.8205894802915
Kaiser Permanente Arena,Santa Cruz,CA,"Kaiser Permanente Arena, Santa Cruz, CA",-122.0231222,36.96825,establishment,rooftop,"140 front st, santa cruz, ca 95060, usa",36.9697469802915,36.9670490197085,-122.0218316697085,-122.0245296302915
Liberty Arena,Lynchburg,VA,"Liberty Arena, Lynchburg, VA",-79.1799013,37.3493982,establishment,rooftop,"1971 university blvd, lynchburg, va 24515, usa",37.3507922302915,37.3480942697085,-79.1781435197085,-79.1808414802915
Nido and Mariana Qubein Arena,High Point,NC,"Nido and Mariana Qubein Arena, High Point, NC",-79.99670549999999,35.9783502,establishment,rooftop,"1010 panther dr, high point, nc 27262, usa",35.9799931802915,35.9772952197085,-79.99549851970849,-79.99819648029151
Titan Field House,Melbourne,FL,"Titan Field House, Melbourne, FL",-80.6672049,28.1681685,route,geometric_center,"titan blvd, melbourne, fl, usa",28.1724458,28.1660669,-80.6645973,-80.6722251
Walter E. Washington Convention Center,Washington,DC,"Walter E. Washington Convention Center, Washington, DC",-77.02299339999999,38.9048838,establishment,rooftop,"801 mt vernon pl nw, washington, dc 20001, usa",38.9052724302915,38.9025744697085,-77.02160986970848,-77.02430783029149
Ability 360 Sports and Fitness Center,Phoenix,AZ,"Ability 360 Sports and Fitness Center, Phoenix, AZ",-111.9737363,33.4451355,establishment,rooftop,"5031 e washington st, phoenix, az 85034, usa",33.4466321302915,33.44393416970851,-111.9725282697085,-111.9752262302915
Rip Griffin Center,Lubbock,TX,"Rip Griffin Center, Lubbock, TX",-101.9318901,33.5718299,establishment,rooftop,"5502 26th st, lubbock, tx 79407, usa",33.57295818029149,33.57026021970849,-101.9305458197085,-101.9332437802915
ACU Events Center,Glendale,AZ,"ACU Events Center, Glendale, AZ",-112.1807676,33.6209932,establishment,rooftop,"1 w. firestorm way, glendale, az 85306, usa",33.62187588029149,33.6191779197085,-112.1794229197085,-112.1821208802915
Solomon Court at Cabot Center,Boston,MA,"Solomon Court at Cabot Center, Boston, MA",-71.08933499999999,42.3393388,establishment,rooftop,"400 huntington ave, boston, ma 02115, usa",42.3405600802915,42.3378621197085,-71.08788201970849,-71.0905799802915
Mabee Fieldhouse,Kansas City,MO,"Mabee Fieldhouse, Kansas City, MO",-94.59217749999999,38.911069,establishment,geometric_center,"11901 wornall road whitfield building, kansas city, mo 64145, usa",38.9122896302915,38.9095916697085,-94.5906632697085,-94.5933612302915
Indiana Convention Center,Indianapolis,IN,"Indiana Convention Center, Indianapolis, IN",-86.1643665,39.7645005,establishment,rooftop,"100 s capitol ave, indianapolis, in 46225, usa",39.7664187802915,39.7637208197085,-86.1617984,-86.1664899
Murchison Gymnasium,Santa Barbara,CA,"Murchison Gymnasium, Santa Barbara, CA",-119.6623203,34.4481429,establishment,geometric_center,"montecito, ca 93108, usa",34.4495605802915,34.4468626197085,-119.6609397197085,-119.6636376802915
John J. Moore Athletics and Fitness Center,Jersey City,NJ,"John J. Moore Athletics and Fitness Center, Jersey City, NJ",-74.0891177,40.7129524,establishment,rooftop,"110 culver ave, jersey city, nj 07305, usa",40.7139738302915,40.7112758697085,-74.0876523197085,-74.0903502802915
Michelob ULTRA Arena,Las Vegas,NV,"Michelob ULTRA Arena, Las Vegas, NV",-115.1747709,36.0924111,establishment,rooftop,"mandalay bay, 3950 s las vegas blvd, las vegas, nv 89119, usa",36.0937620802915,36.0910641197085,-115.1731916197085,-115.1758895802915
Hartsell Arena,Pensacola,FL,"Hartsell Arena, Pensacola, FL",-87.1995723,30.4793276,establishment,geometric_center,"pensacola, fl 32504, usa",30.48047663029149,30.4777786697085,-87.1979044697085,-87.20060243029151
Pensacola Bay Center,Pensacola,FL,"Pensacola Bay Center, Pensacola, FL",-87.2089049,30.416400200000002,establishment,rooftop,"201 e gregory st, pensacola, fl 32502, usa",30.4176710802915,30.4149731197085,-87.20804281970848,-87.21074078029149
Lucas Oil Stadium,Indianapolis,IN,"Lucas Oil Stadium, Indianapolis, IN",-86.16388769999999,39.7601007,establishment,rooftop,"500 s capitol ave, indianapolis, in 46225, usa",39.7611104,39.7567048,-86.1623194,-86.16556969999999
Eagles' Nest,Marietta,GA,"Eagles' Nest, Marietta, GA",-84.51727509999999,33.93102289999999,establishment,rooftop,"1266 barclay cir, marietta, ga 30060, usa",33.9324185302915,33.9297205697085,-84.5162667197085,-84.5189646802915
Climate Pledge Arena,Seattle,WA,"Climate Pledge Arena, Seattle, WA",-122.3540714,47.62207129999999,establishment,rooftop,"334 1st ave n, seattle, wa 98109, usa",47.62345808029149,47.62076011970849,-122.3527892697085,-122.3554872302915
ICCU Arena,Moscow,ID,"ICCU Arena, Moscow, ID",-117.0182616,46.72750310000001,establishment,geometric_center,"moscow, id 83843, usa",46.72885208029151,46.72615411970851,-117.0169126197085,-117.0196105802915
Ocean Center,Daytona Beach,FL,"Ocean Center, Daytona Beach, FL",-81.01118749999999,29.228402,establishment,rooftop,"101 n atlantic ave, daytona beach, fl 32118, usa",29.2293287302915,29.2266307697085,-81.00972926970849,-81.0124272302915
Moe Kent Family Field House,Naples,FL,"Moe Kent Family Field House, Naples, FL",-81.7948103,26.1420358,locality,approximate,"naples, fl, usa",26.211242,26.078572,-81.766661,-81.8224189
JSerra Pavillion,San Juan Capistrano,CA,"JSerra Pavillion, San Juan Capistrano, CA",-117.6682319,33.5208645,establishment,rooftop,"26351 junipero serra rd, san juan capistrano, ca 92675, usa",33.5219851302915,33.5192871697085,-117.6673525197085,-117.6700504802915
Raider Arena,Destin,FL,"Raider Arena, Destin, FL",-86.4957833,30.3935337,locality,approximate,"destin, fl 32541, usa",30.4177911,30.3786649,-86.3972069,-86.515789
Teague Center,Abilene,TX,"Teague Center, Abilene, TX",-99.70837139999999,32.4712266,establishment,rooftop,"1600 campus ct, abilene, tx 79601, usa",32.4725199802915,32.4698220197085,-99.7072897697085,-99.7099877302915
Gregory Gym,Austin,TX,"Gregory Gym, Austin, TX",-97.7368011,30.2842496,establishment,rooftop,"2101 speedway, austin, tx 78712, usa",30.2858386302915,30.2831406697085,-97.73569906970849,-97.7383970302915
Schoenecker Arena,Saint Paul,MN,"Schoenecker Arena, Saint Paul, MN",-93.1906698,44.9433951,establishment,rooftop,"2115 summit ave, st paul, mn 55105, usa",44.9438705302915,44.9411725697085,-93.1893189197085,-93.1920168802915
UBS Arena,Elmont,NY,"UBS Arena, Elmont, NY",-73.7260398,40.71179009999999,establishment,rooftop,"2400 hempstead turnpike, elmont, ny 11003, usa",40.7136521,40.710832,-73.7246992,-73.7274394
LeBron James Arena,Akron,OH,"LeBron James Arena, Akron, OH",-81.51900529999999,41.0814447,locality,approximate,"akron, oh, usa",41.171061,40.9976731,-81.4049419,-81.6210139
Lifetime Activities Center,Salt Lake City,UT,"Lifetime Activities Center, Salt Lake City, UT",-111.9457284,40.6728493,premise,rooftop,"lifetime activities center, taylorsville, ut 84123, usa",40.67430978029149,40.6716118197085,-111.9441176697085,-111.9468156302915
Bojangles Coliseum,Charlotte,NC,"Bojangles Coliseum, Charlotte, NC",-80.7951733,35.2050925,establishment,rooftop,"2700 e independence blvd, charlotte, nc 28205, usa",35.2061793302915,35.2034813697085,-80.79410531970849,-80.7968032802915
Dollar Loan Center,Henderson,NV,"Dollar Loan Center, Henderson, NV",-115.0813502,36.0192187,establishment,rooftop,"200 s green valley pkwy, henderson, nv 89012, usa",36.0209437802915,36.0182458197085,-115.0796763197085,-115.0823742802915
AT&T Center,San Antonio,TX,"AT&T Center, San Antonio, TX",NA,NA,NA,NA,NA,NA,NA,NA,NA
Caesars Superdome,New Orleans,LA,"Caesars Superdome, New Orleans, LA",-90.0812442,29.951061,establishment,rooftop,"1500 sugar bowl dr, new orleans, la 70112, usa",29.952561,29.9492032,-90.07914099999999,-90.0832866
